pdb_id,ligand_id,ligand_name,ligand_smiles,resolution,protein_species,binding_site_region,s1_occupancy,s2_s4_occupancy,solvent_front_exit_vector,key_residue_contacts,water_mediated_contacts,pose_quality_notes,source_url,doi
5QTX,EDO,"1,2-ETHANEDIOL",C(CO)O,2.07,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTX,10.1016/j.bmcl.2020.126949
5QTY,QLJ,"ethyl (2R,7S)-7-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-15-[(methoxycarbonyl)amino]-2,3,4,5,6,7-hexahydro-1H-12,8-(metheno)-1,9-benzodiazacyclotetradecine-2-carboxylate",CCOC(=O)[C@H]1CCCC[C@@H](c2cc(ccn2)-c3ccc(cc3N1)NC(=O)OC)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,1.89,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTY,10.1016/j.bmcl.2020.126949
5QTY,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],1.89,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTY,10.1016/j.bmcl.2020.126949
5QTY,EDO,"1,2-ETHANEDIOL",C(CO)O,1.89,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5QTY,10.1016/j.bmcl.2020.126949
5TKS,7DL,"((15S)-18-CHLORO- 15-(((2E)-3-(5-CHLORO-2-(1H-TETRAZOL-1-YL)PHENYL)-2- PROPENOYL)AMINO)-17,19-DIAZATRICYCLO[14.2.1.0~2,7~]NONADECA-1(18),2,4,6,16(19)-PENTAEN-5-YL)CARBAMATE",COC(=O)Nc1ccc-2c(c1)CCCCCCC[C@@H](c3[nH]c(c2n3)Cl)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,1.55,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKS,10.1021/acs.jmedchem.6b01460
5TKS,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],1.55,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKS,10.1021/acs.jmedchem.6b01460
5TKS,EDO,"1,2-ETHANEDIOL",C(CO)O,1.55,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKS,10.1021/acs.jmedchem.6b01460
5TKT,7DS,"METHYL ((12E,15S)-15-(((2E)-3-(5-CHLORO-2-(1H-TETRAZOL-1-YL)PHENYL)-2-PROPENOYL)AMINO)-9-OXO-8,17,19-TRIAZATRICYCLO[14.2.1.0~2, 7~]NONADECA-1(18),2,4,6,12,16(19)-HEXAEN-5-YL)CARBAMATE",COC(=O)Nc1ccc-2c(c1)NC(=O)CC/C=C/C[C@@H](c3[nH]cc2n3)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKT,10.1021/acs.jmedchem.6b01460
5TKT,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKT,10.1021/acs.jmedchem.6b01460
5TKT,EDO,"1,2-ETHANEDIOL",C(CO)O,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKT,10.1021/acs.jmedchem.6b01460
5TKU,7DK,"METHYL ((15S)-15-(((2E)-3-(5-CHLORO-2-(1H-TETRAZOL-1-YL)PHENYL)-2-PROPENOYL)AMINO)-9-OXO-8,17,19-TRIAZATRICYCLO[14.2.1.0~2,7~]N ONADECA-1(18),2,4,6,16(19)-PENTAEN-5-YL)CARBAMATE",COC(=O)Nc1ccc-2c(c1)NC(=O)CCCCC[C@@H](c3[nH]cc2n3)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKU,10.1021/acs.jmedchem.6b01460
5TKU,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKU,10.1021/acs.jmedchem.6b01460
5TKU,EDO,"1,2-ETHANEDIOL",C(CO)O,2.12,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5TKU,10.1021/acs.jmedchem.6b01460
5WB6,9ZM,"methyl [(11S)-11-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)-6-fluoro-2-oxo-1,3,4,10,11,13-hexahydro-2H-5,9:15,12-di(azeno)-1,13-benzodiazacycloheptadecin-18-yl]carbamate",COC(=O)Nc1ccc-2c(c1)NC(=O)CCc3c(ccc(n3)C[C@@H](c4[nH]cc2n4)NC(=O)/C=C/c5cc(ccc5n6cnnn6)Cl)F,2.35,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5WB6,10.1016/j.bmcl.2017.07.048
5WB6,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.35,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5WB6,10.1016/j.bmcl.2017.07.048
5WB6,EDO,"1,2-ETHANEDIOL",C(CO)O,2.35,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/5WB6,10.1016/j.bmcl.2017.07.048
6AOD,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],1.8,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6AOD,10.1016/j.str.2017.12.010
6AOD,GOL,GLYCEROL,C(C(CO)O)O,1.8,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6AOD,10.1016/j.str.2017.12.010
6AOD,CO,COBALT (II) ION,[Co+2],1.8,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6AOD,10.1016/j.str.2017.12.010
6AOD,PO4,PHOSPHATE ION,[O-]P(=O)([O-])[O-],1.8,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6AOD,10.1016/j.str.2017.12.010
6C0S,EEJ,methyl (4-{6-[(1S)-2-[(3R)-1-acetylpiperidin-3-yl]-1-({(2E)-3-[5-chloro-2-(1H-tetrazol-1-yl)phenyl]prop-2-enoyl}amino)ethyl]-3-chloropyridazin-4-yl}phenyl)carbamate,CC(=O)N1CCC[C@@H](C1)C[C@@H](c2cc(c(nn2)Cl)c3ccc(cc3)NC(=O)OC)NC(=O)/C=C/c4cc(ccc4n5cnnn5)Cl,2.35,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6C0S,10.1016/j.bmcl.2018.02.049
6C0S,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.35,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6C0S,10.1016/j.bmcl.2018.02.049
6C0S,EDO,"1,2-ETHANEDIOL",C(CO)O,2.35,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6C0S,10.1016/j.bmcl.2018.02.049
6HHC,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],2.7,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6HHC,10.1016/j.jmb.2019.09.008
6HHC,DMS,DIMETHYL SULFOXIDE,CS(=O)C,2.7,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6HHC,10.1016/j.jmb.2019.09.008
6I58,CL,CHLORIDE ION,[Cl-],2.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6I58,10.1111/jth.14418
6I58,PEG,DI(HYDROXYETHYL)ETHER,C(COCCO)O,2.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6I58,10.1111/jth.14418
6I58,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,2.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,"RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=D-saccharide, beta linking",https://www.rcsb.org/structure/6I58,10.1111/jth.14418
6TS4,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],1.17,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS4,10.1021/acs.jmedchem.0c00279
6TS4,DMS,DIMETHYL SULFOXIDE,CS(=O)C,1.17,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS4,10.1021/acs.jmedchem.0c00279
6TS4,NA,SODIUM ION,[Na+],1.17,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS4,10.1021/acs.jmedchem.0c00279
6TS4,J7B,2-[2-[[3-[3-(aminomethyl)phenyl]phenyl]carbonylamino]phenyl]ethanoic acid,c1ccc(c(c1)CC(=O)O)NC(=O)c2cccc(c2)c3cccc(c3)CN,1.17,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS4,10.1021/acs.jmedchem.0c00279
6TS5,NW2,"2-[2-[3-[(3~{S})-3-azanyl-2,3-dihydro-1-benzofuran-5-yl]-5-propan-2-yl-phenyl]ethoxy]-3-methoxy-benzoic acid",CC(C)c1cc(cc(c1)c2ccc3c(c2)[C@@H](CO3)N)CCOc4c(cccc4OC)C(=O)O,1.29,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS5,10.1021/acs.jmedchem.0c00279
6TS5,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],1.29,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS5,10.1021/acs.jmedchem.0c00279
6TS5,DMS,DIMETHYL SULFOXIDE,CS(=O)C,1.29,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS5,10.1021/acs.jmedchem.0c00279
6TS6,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],1.33,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS6,10.1021/acs.jmedchem.0c00279
6TS6,DMS,DIMETHYL SULFOXIDE,CS(=O)C,1.33,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS6,10.1021/acs.jmedchem.0c00279
6TS6,NW5,"2-[2-[[3-[(3~{S})-3-azanyl-2,3-dihydro-1-benzofuran-5-yl]-5-(2-cyanopropan-2-yl)phenyl]methoxy]phenyl]ethanoic acid",CC(C)(C#N)c1cc(cc(c1)c2ccc3c(c2)[C@@H](CO3)N)COc4ccccc4CC(=O)O,1.33,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS6,10.1021/acs.jmedchem.0c00279
6TS7,NWE,"2-[2-[[3-(1,2,3,4-tetrahydroisoquinolin-7-yl)phenyl]methoxy]phenyl]ethanoic acid",c1ccc(c(c1)CC(=O)O)OCc2cccc(c2)c3ccc4c(c3)CNCC4,2.63,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TS7,10.1021/acs.jmedchem.0c00279
6TWB,NH4,AMMONIUM ION,[NH4+],2.91,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TWB,10.1038/s41551-020-0556-3
6TWC,ACN,ACETONE,CC(=O)C,2.86,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6TWC,10.1038/s41551-020-0556-3
6USY,QGS,"1-[(2S)-2-{3-[(3S)-3-amino-2,3-dihydro-1-benzofuran-5-yl]-5-(propan-2-yl)phenyl}-2-hydroxyethyl]-1H-indole-7-carboxylic acid",CC(C)c1cc(cc(c1)[C@@H](Cn2ccc3c2c(ccc3)C(=O)O)O)c4ccc5c(c4)[C@@H](CO5)N,1.26,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6USY,10.1021/acs.jmedchem.0c00279
6VLU,CIT,CITRIC ACID,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6VLU,10.1021/acs.jcim.0c00113
6VLU,R2Y,"N-cyclohexyl-D-leucyl-N-[(1-aminoisoquinolin-6-yl)methyl]-4,4-difluoro-L-prolinamide",CC(C)C[C@H](C(=O)N1CC(C[C@H]1C(=O)NCc2ccc3c(c2)ccnc3N)(F)F)NC4CCCCC4,1.6,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6VLU,10.1021/acs.jcim.0c00113
6VLV,FLC,CITRATE ANION,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,1.72,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6VLV,10.1021/acs.jcim.0c00113
6VLV,R3A,1-carbamimidamido-4-chloro-N-[(2R)-3-methyl-1-(morpholin-4-yl)-1-oxobutan-2-yl]isoquinoline-7-sulfonamide,[H]/N=C(/N)\Nc1c2cc(ccc2c(cn1)Cl)S(=O)(=O)N[C@H](C(C)C)C(=O)N3CCOCC3,1.72,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6VLV,10.1021/acs.jcim.0c00113
6W50,SWP,"methyl ((10R,14S)-14-(4-(3-chloro-2,6-difluorophenyl)-6-oxo-3,6-dihydro- 1(2h)-pyridinyl)-10-methyl-9-oxo-8,16-diazatricyclo[13.3.1.0~2,7~]nonadeca- 1(19),2,4,6,15,17-hexaen-5-yl)carbamate",C[C@@H]1CCC[C@@H](c2cc(ccn2)-c3ccc(cc3NC1=O)NC(=O)OC)N4CCC(=CC4=O)c5c(ccc(c5F)Cl)F,1.95,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6W50,10.1021/acs.jmedchem.0c00464
6W50,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],1.95,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6W50,10.1021/acs.jmedchem.0c00464
6W50,EDO,"1,2-ETHANEDIOL",C(CO)O,1.95,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/6W50,10.1021/acs.jmedchem.0c00464
7CJ1,BEN,BENZAMIDINE,[H]/N=C(\c1ccccc1)/N,3.0,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7CJ1,
7MBO,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,0.924,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,"RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=D-saccharide, beta linking",https://www.rcsb.org/structure/7MBO,10.1021/acs.jmedchem.1c00613
7MBO,YXG,Milvexian,C[C@@H]1CCC[C@@H](c2cc(ccn2)-c3c(cnn3C(F)F)NC1=O)N4C=NC(=CC4=O)c5cc(ccc5n6cc(nn6)Cl)Cl,0.924,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7MBO,10.1021/acs.jmedchem.1c00613
7QOT,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,3.24,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,"RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=D-saccharide, beta linking",https://www.rcsb.org/structure/7QOT,10.1111/jth.14418
7QOT,SO4,SULFATE ION,[O-]S(=O)(=O)[O-],3.24,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7QOT,10.1111/jth.14418
7V0Z,OQ6,"methyl ~{N}-[4-[1-[(1~{R})-1-[5-[5-chloranyl-2-(1,2,3,4-tetrazol-1-yl)phenyl]-1-oxidanyl-pyridin-2-yl]-2-cyclopropyl-ethyl]pyrazol-4-yl]phenyl]carbamate",COC(=O)Nc1ccc(cc1)c2cnn(c2)[C@H](CC3CC3)c4ccc(c[n+]4[O-])c5cc(ccc5n6cnnn6)Cl,1.8,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7V0Z,10.1021/acs.jmedchem.2c00442
7V10,OQI,"methyl ~{N}-[4-[1-[(1~{R})-1-[5-[3-chloranyl-2-fluoranyl-6-(1,2,3,4-tetrazol-1-yl)phenyl]-1-oxidanyl-pyridin-2-yl]-2-cyclopropyl-ethyl]pyrazol-4-yl]phenyl]carbamate",COC(=O)Nc1ccc(cc1)c2cnn(c2)[C@H](CC3CC3)c4ccc(c[n+]4[O-])c5c(ccc(c5F)Cl)n6cnnn6,1.798,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7V10,10.1021/acs.jmedchem.2c00442
7V10,CIT,CITRIC ACID,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.798,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7V10,10.1021/acs.jmedchem.2c00442
7V11,OQO,"5-[1-[(1~{R})-1-[5-[3-chloranyl-2-fluoranyl-6-(1,2,3,4-tetrazol-1-yl)phenyl]-1-oxidanyl-pyridin-2-yl]-2-cyclopropyl-ethyl]pyrazol-4-yl]-6-methyl-pyridin-2-amine",Cc1c(ccc(n1)N)c2cnn(c2)[C@H](CC3CC3)c4ccc(c[n+]4[O-])c5c(ccc(c5F)Cl)n6cnnn6,1.472,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7V11,10.1021/acs.jmedchem.2c00442
7V11,CIT,CITRIC ACID,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.472,Homo sapiens; inferred from CHEMBL2820/P03951 cross-reference,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,needs_verification,RCSB metadata only; binding-site contacts need structure interaction extraction; chem_comp_type=non-polymer,https://www.rcsb.org/structure/7V11,10.1021/acs.jmedchem.2c00442
